,Document Title,Abstract
33,Towards an Industrial Converged Network with OPC UA PubSub and TSN,"Technologies such as TSN and OPC UA are enablers for converged networks in industrial applications. TSN enables the coexistence of network traffic with real-time requirements and best-effort requirements. On the other hand, OPC UA defines a common information model in addition to secure communication, scalability, and platform independence. The new specification of OPC UA PubSub enables the possibility of implementing OPC UA on the lower levels of the automation pyramid, the field level. Therefore, combining these two technologies can in principle be implemented for every vertical and horizontal communication. This document analyzes the state of the art of OPC UA over TSN and explains the first steps towards an easy to use proof-of-concept for a converged network that is also designed to be a testbed. The testbed will be used to evaluate the interoperability of TSN-capable devices from different vendors. In addition to that, different OPC UA PubSub implementations will be used and benchmarked. These future results will present an overview of the currently available products and provides hands-on experiences for practical implementations of converged networks."
34,Overview of OPC UA TSN,"Ethernet has become a very extensive communication protocol standard for the intercommunication and connection of enterprises, homes and even data center networks. However, with the rapid development of network technology and the expansion of vertical industry applications, at the data transmission level, there will be higher requirements for the certainty, real-time, and reliability of network transmission. The traditional Ethernet channel access method is based on competition, and cannot meet the real-time requirements of various industries. The OPC UA TSN combination emerges spontaneously. The communication network provided by this combination is not only highly deterministic and real-time, but more importantly, it realizes the true independence of the communication network from equipment manufacturers, in terms of network security, bandwidth, interoperability, synchronization, and delay. It has brought huge improvements. It has to be said that the OPC UA TSN combination is the best partner for establishing a comprehensive network between the sensor and the cloud."
36,On automatic generation of OPC UA connections in IEC 61499 automation systems,"Demand for customization and the need to adapt to rapidly changing global markets have increased the demand for digitalization and intelligent manufacturing. Unlike traditional factories, smart factories aim for high digitalization and efficiency of IT technology adoption. The digital twin is a major enabler of the smart factory. Digital twin provides virtual models, cloud services and data connections among real and virtual components. The engineered kinematics of virtual models must dynamically behave like physical elements. This paper proposes an algorithm and implements the software tool for the automatic generation of OPC UA connections between the IEC 61499-based control application and the OPC UA server. The main contribution is that virtual models can easily and quickly subscribe to published Input/Output (I/O) variables via OPC UA standard."
39,Implementation and Performance Analysis of Power and Cost-Reduced OPC UA Gateway for Industrial IoT Platforms,"OPC UA is an international standard for smart factories that defines communication technologies and data processing methods. Therefore, OPC UA supports high interoperability among various protocols and plays an important role in building Smart Factory. However, changing a factory using a variety of existing devices and protocols to a device using a single protocol is, in reality, a barrier to entry due to the enormous cost and lack of experimentation. Therefore, this paper proposes OPC UA gateway that can accommodate OPC UA specification in industrial device platform based on ARM processor. Evaluate performance based on indicators such as publication interval, sampling interval, subscription limit, encryption and security guidelines. Our experimental results show that operating costs are reduced by about 66% compared to x86 processors. It also provides a way to reduce costs over older systems by connecting Microsoft's Azure IoT cloud."
40,OPC UA Information Model and a Wrapper for IEC 61499 Runtimes,"OPC UA is considered as an important communication technology for Industry 4.0 components. On the other hand, IEC 61499 is one of the technologies available for developing applications to the same components. In this paper, a proposal for an OPC UA information model for IEC 61499 systems is developed in order to enhance communication with IEC 61499 applications through OPC UA. Already existing related information models, particularly OPC UA for Devices and IEC 61131-3, are utilized as models and parts of the design. An OPC UA wrapper for IEC 61499 runtimes is presented as one possible way to implement the information model. Both the information model and the wrapper are then tested through a case study."
41,Research and application of OPC UA server based on resource constrained platform STM32,"In view of the rapid development trend of intelligent manufacturing and the application status of OPC UA protocol in the field of intelligent manufacturing, the requirement of building OPC UA server on resource constrained platform is proposed. By building STM32 platform and FreeRTOS system environment, the transplantation and operation of OPC UA protocol stack in resource limited platform are realized, the main memory space occupied by OPC UA protocol stack is analyzed, and the implementation path is proposed for later optimization. Through experimental verification, the OPC UA protocol stack runs on the resource limited platform, and the server can be widely used and popularized in the resource limited platform."
42,Transforming OPC UA Information Models into Domain-Specific Ontologies,"Semantics interoperability is important for cyber-physical systems to enable complex data processing and facilitating interworking. OPC Unified Architecture (OPC UA) provides an extensible information model but lacks formal semantics. Ontologies based on the Web Ontology Language (OWL) can provide such formal semantics. Thus, we present a transformation approach that converts OPC UA information models (or only parts of them) into domain-specific ontologies. The transformation process consists of two steps. The first step is a mapping from OPC UA to OWL Full. The second step performs a graph transformation, based on SPARQL rules, into the domain-specified target ontology. The adaption of this transformation to the source information model and the target ontology can be accomplished by only adapting these transformation rules. The presented approach is evaluated for a use case of an industrial heating process to show its flexibility."
43,TSN Traffic Shaping for OPC UA Field Devices,"This paper extends research on TSN enablement for OPC UA field devices, comparing the impact of credit-based and time-aware traffic shapers. Despite conceptual difference, these traffic shaping methods can provide similar bandwidth reservation for high priority traffic. The two shapers are superposed with varying traffic limitations to assess the timing characteristics of the OPC UA data exchange using a resource-constrained field device."
44,A proposal to make OCF and OPC UA interoperable,The paper presents a mapping between the Open Connectivity Foundation (OCF) Resource Model and the OPC UA Information Model. The mapping may allow to enable the interoperability between the OCF and OPC UA specifications. The proposal is original as current literature does not provide for such kind of integration.
53,Enabling Plug&Play Cyber-Physical Systems Using Knowledge-Driven OPC UA Discovery,"Industrial automation domain is changing rapidly in recent years. It is very important in the involvement of technologies such as Cyber-Physical Systems. They are based on interoperable devices. On the other hand, it is difficult to find a suitable format and mechanism for successful communication of devices. One of the important requirements is to find a specific device as a demanded counterpart for communication. In this paper, we will show that the integration of OPC UA standard and Semantic Web technologies provides an interesting solution."
54,Towards Performance Benchmarking of Cyclic OPC UA PubSub over TSN,"PubSub is a recent introduction to a widely-accepted industrial communication protocol OPC UA. It is driven by OPC Foundation Field eXchange group (ex-FLC, ex-Shapers) to enable real-time OPC UA over TSN for cyclic communication in industrial automation. Furthermore, evolution of Soft Programmable Logic Controllers (PLC) to Virtual PLCs entails a wider use of software stacks and applications expected to provide necessary level of performance, which might be influenced by various configuration options of the application, the OPC UA stack, and the underlying operating system. In this work we address this issue with an experimental setup for benchmarking of cyclic PubSub applications using commercial off-the-shelf (COTS) hardware and a state-of-the-art open-source OPC UA PubSub stack. Experimental results show achievable jitter and cycle times for different message sizes, SDK options, and OS configurations."
55,Reasoning over OPC UA Information Models using Graph Embedding and Reinforcement Learning,"With the fourth industrial revolution, the OPC Unified Architecture (OPC UA) has emerged as the standard communication framework for the implementation of cyber-physical production systems since it can be used for both, communication and information modeling. Even though OPC UA helps bridge the interoperability gap at the automation level, its semantic has not yet been formally defined and generated or manually created OPC UA information models are often incomplete and inconsistent making an efficient automated reasoning and knowledge inference on the OPC UA address space particularly challenging.In this paper, we show that it is possible to train a machine learning system on OPC UA information models, such that it performs automated reasoning over OPC UA knowledge graphs with high precision and recall. More specifically, we present a reinforcement learning based solution that learns to reason on semantically incomplete OPC UA information models by constructing multi-hop relational paths along an embedded vector space of the knowledge graph representing the information model. The construction of such relational paths allows the discovery of missing relations between the entities and at the same time the evaluation of the truth of the encoded triples, thus enabling consistency checks and questions answering."
57,Hardware Implementation of an OPC UA Server for Industrial Field Devices,"Industrial plants suffer from a high degree of complexity and incompatibility in their communication infrastructure, caused by a wild mix of proprietary technologies. This prevents transformation toward Industry 4.0 and the Industrial Internet of Things. Open platform communications unified architecture (OPC UA) is a standardized protocol that addresses these problems with uniform and semantic communication across all levels of the hierarchy. However, its adoption in embedded field devices, such as sensors and actuators, is still lacking due to prohibitive memory and power requirements of software implementations. We have developed a dedicated hardware engine that offloads processing of the OPC UA protocol and enables the realization of compact and low-power field devices with OPC UA support. As part of a proof-of-concept embedded system, we have implemented this engine in a 22-nm FDSOI technology, representing the first ASIC implementation of an OPC UA server. We measured performance, power consumption, and memory footprint of our test chip and compared it with a software implementation based on open62541 and a Raspberry Pi 2B. Our OPC UA hardware engine is 50 times more energy efficient and only requires 36 KiB of memory. The complete system consumes only 24 mW under full load, making it suitable for low-power embedded applications."
59,Design and Implementation of OPC UA Server Based on SECS/GEM Protocol,"In order to solve the problem of incompatibility of communication data between semiconductor manufacturing industry and other automation industries, a design scheme of OPC UA server development based on SEMI Equipment Communications Standard/Generic Model for Communications (SECS/GEM) was proposed. The design idea and workflow of the whole system are described in detail. After testing, the server has completed real-time communication with the third-party SECS/GEM equipment simulation software and UA client, and solved the problem that the data message in the communication process of semiconductor equipment is not compatible with OPC UA specification."
62,A Smart Gateway Enabling OPC UA and DDS Interoperability,"Interoperability is one of the major challenges of adoption of the Industrial Internet of Things. OPC UA is one of the main industrial standards for the Request-reply messaging pattern, and DDS is one of the main industrial standards for the Publish-subscribe messaging pattern. How to ensure data is communicated, understandable, and interoperable between the systems implemented by OPC UA and DDS is an industrial concern to address. This study proposes a novel middleware solution which enables effective communication between these two message patterns. We evaluate our work by testing the middleware's performance on a scenario using a Raspberry Pi and the software middleware connected to a private LAN, measuring response times and reliability."
67,Introduction of Group-Subscriptions for RESTful OPC UA clients in IIoT environments,"In the automation domain, OPC UA can be considered one of the most important communication protocols for IIoT applications. According to a study of McKinsey the potential economic impact of the IoT within factories may reach up to 3,7 Trillion Dollar by 2025. To unlock this potential it is very important to bridge the interoperability gap. Since V1.04 OPC UA also supports session-less clients and therefore allows the development of RESTful clients which can be used to address the cross-domain interoperability issue. However, currently, RESTful clients cannot use Subscriptions, because the corresponding Service Sets are not supported for session-less clients. In this paper, we will present how Subscriptions can be introduced for session-less clients. Furthermore, we outline how Group-Subscriptions can be introduced for session-less as well as session-based clients. Finally, our evaluation shows that Group-Subscriptions significantly outperform standard Subscriptions if the Subscription can be shared by several clients."
69,Deterministic Communication Based on TSN and OPC UA Embedded Server,"With the development trend of industry 4.0 and intelligent manufacturing, industrial automation systems will tend to be unified and standardized solutions. Based on meeting the industrial communication requirements, the data access, function realization, and so on in the industrial system are required to be unified as far as possible. At present, a more mature solution is the combination of TSN and OPC UA, which is expected to simplify the integration and management of complex multi-vendor automation systems. This paper studies one aspect, the standardized and deterministic access to industrial field data based on TSN and OPC UA embedded server."
70,Integration of Smart Vision Sensor into Manipulator Control System using OPC-UA,"High product variety imposed to manufacturing companies by contemporary market requires efficient adaptation of production, which leads to the application of Reconfigurable Manufacturing Systems (RMS). These systems are based on rapid and effective reconfiguration of manufacturing equipment that can be achieved only through high-level interoperability of the multi-vendor devices. OPC-UA (Open Platform Communication - Unified Architecture) as a platform-independent standard provides semantic interoperability and secure machine to machine communication and represents a basis for RMS development. In this paper, we illustrate how OPC-UA can be employed for integration of smart devices into legacy control system using an example of electropneumatic manipulation system and smart vision sensor. The smart vision sensor consists of a camera augmented by RaspberryPi platform that utilizes an image classification method based on convolutional neural networks (CNN)."
72,OPC UA based IEC 61499 Device Configuration Interface,"In the modern era of industrial automation, the term Industry 4.0 is defined as the fourth industrial revolution. This is a phenomenon where technologies from various layers of an enterprise are interconnected and form a meshed network of self-regulated, adaptive, re-configurable and self-optimizing devices. These devices vary from Programmable Logic Controller, embedded PCs, edge nodes, smart sensors, and actuators, working as proxies or mediators for a real object in the software domain integrating into Intelligent Enterprise Applications. Heterogeneous configuration interfaces of these devices hinder smooth integration and configuration process. A unified way of interacting with the devices for configuration is well-defined in the IEC 61499 standard. The standard defines the commands, interaction behavior, and interface description for the control devices and engineering tools. There are implementations of the configuration interface in XML and Binary XML, which are widely used for their flexible, extensible, and human-readable nature. Whereas the OPC UA can offer an open configuration interface for the IEC 61499 devices and software tools, with built-in interoperability solutions. This paper introduces the concept of a new configuration interface for the IEC 61499 devices using OPC UA information modeling concepts."
73,Interoperability Between ROS and OPC UA: A Local Cloud-Based Approach,"Today's manufacturing industries use a large suite of protocols and technologies to operate heterogeneous devices and software modules. Some of the most widely used technologies in industrial production are OPC UA (Open Platform Communications Unified Architecture) and ROS (Robot Operating System). Hence, enabling interoperability across these technologies is critical to ensure a smooth production flow. We propose a local cloud-based approach to achieve interoperability between ROS and OPC UA by integrating them with the Eclipse Arrowhead Framework. This integration allows these technologies to operate as independent systems while communicating securely at runtime. In addition to achieving interoperability, this integration supports important industrial aspects such as loose coupling, late binding, and cyber-security, making it a flexible solution."
74,A formal mapping between OPC UA and the Semantic Web,"The communication protocol OPC UA is one of the most important IIoT enablers within the automation domain. OPC UA not only aims to provide interoperability on the transport layer, but also interoperability of the semantic layer shall be addressed based on so-called Companion Specifications. However, the lack of OPC UA formal semantics makes automatic validation of OPC UA data models impossible. Another drawback is the shortage of available tools for OPC UA, such as an implementation of the query engine for the specified OPC UA query language. In this paper we provide a formal translation of OPC UA models to the Semantic Web standard OWL, thus making OPC UA implicit semantics, that is described in the documentation, explicit, by means of OWL axioms. Moreover, we outline how this mapping can be used to offer validation and querying of OPC UA data models based on already existing Semantic Web technology."
80,Plug&Produce Integration of Components into OPC UA based data-space,"Current manufacturing and production systems are becoming more flexible and adaptable. Such systems demand rapid changeover and short configuration time of machines. With the adaptation of IT systems in the automation industry, machines and devices will have self-descriptive semantic device data description to represent their data elements and services. This paper proposes an approach to integrate new machines and devices into an existing production system without any manual intervention. The proposed concept provides a Plug & Produce system architecture and evaluates its capabilities based on OPC UA. The concept also describes an easy and fast integration of the digital representation of new field devices into an existing production system."
87,Implementation of a Production-Control System Using Integrated Automation ML and OPC UA,"In the era of Industry 4.0, manufacturing systems must be well equipped with adaptable fabrication facilities and flexible production patterns to acquire â€œplug-and-produceâ€ capabilities for future production lines. However, the conventional engineering mode is so obsolete and inefficient that modern intelligent production requirements cannot be met any more. In this study, the architecture for an industrial process-control system is proposed using integrated AutomationML and OPC UA technologies. A lab-level experimental system was implemented and the system was executed to verify that the proposed architecture is reasonable and feasible in terms of actual performance."
91,The Use of OPC UA Technology in the Study of Models of Control Objects,A new technology OPC UA and its use in the study of microprocessor automation tools using computer models of control objects are considered.
92,Concept for Improved Automation of Distributed Systems with a Declarative Control based on OPC UA and REST,"The main difference between conventional automation and current approaches of digitized industrial processes is the use of the Internet. The Internet enables the development of distributed systems consisting of loosely coupled and interacting components such as robots, plants and control software. The components are not permanently tied to each other, but rather dynamically combined according to the specific requirements of the target system. This results in highly flexible systems that are distributed globally and across company boundaries. The development, maintenance and modification of various components is decentralized and can therefore lead to incompatibilities that can impair their interoperability. This paper describes an approach for the interaction of control software, which ensures interoperability of components in distributed systems. The underlying principles of REST are used to automatically identify properties in the structural models of OPC UA and use them to determine the required processes for further invocation. This enables extensive modifications of the individual components without creating incompatibilities."
95,Educational-development Workplace for Digital Twins using the OPC UA and Unity 3D,"Digital Twin technology has seen great advances in design, implementation and use in recent years. This article describes the combination of two key attributes of the Industry 4.0 concept - virtualization through Digital Twins and interoperability based on the OPC UA standard. For educational purposes, an experimental workplace and an educational-development environment for the design of Digital Twins using interoperability and the 3D engine Unity have been created. The presented methodology of Digital Twin creation was practically verified on available digital technologies."
96,Local Discovery Service for OPC-UA Devices,"This article presents the contribution of the Polytechnic Institute of Castelo Branco (IPCB) within the scope of PPS1 of the PRODUTECH SIF program - Solutions for the Future Industry, in terms of the definition of modules for scalability, adaptation, plug-and-play, with interoperability between processes and technologies inter/intra industrial plants. More specifically, its contribution for the definition, implementation and evaluation of OPC-UA device discovery services. Adopting the CompactRIO platform developed on PPS2 as a physical basis for a Smartbox, its development was extended during the present task with a view to incorporating and validating the adopted service discovery mechanisms in the program."
99,Automatic Integration of Simulated Systems into OPC UA Networks,"This paper demonstrates the integration of OPC Unified Architecture (OPC UA) communication capabilities in a simulation framework. The proposed approach is based on a data mapping from the simulation's meta data model to the OPC UA information model and a concurrent architecture based on message passing between the OPC UA server and the simulation software. The data mapping utilizes the simulation's and OPC UA's reflection mechanisms to automatically generate OPC UA address spaces from simulation models. The inverse mapping is used to automatically generate simulation model structure from queries to an existing OPC UA server. The concurrent architecture enables large numbers of simulated objects to be equipped with individual and independent OPC UA servers and clients. This allows the simulation of entire scenarios with simulated objects communicating with each other and with external software. The usefulness extends to distributed simulation use cases, where models populate individual instances of the simulation software and communicate over a real network. The implementation is applied to simulate an automotive production line, where multiple machines are equipped with individual OPC UA servers and communicate with 3rd party software. Stress tests show, that the implementation can handle significant network load."
105,Integration method of custom information models into existing OPC UA Servers,"Uniform semantic data representation along the value chain is important for correct data understanding and complex data processing based on it. Standardized information models (Companion Specifications, CS) in OPC Unified Architecture (OPC UA), address this problem in the area of industrial communication. However, control system manufacturers who enable an OPC UA connection of their products do not always allow individualized data modelling according to the process-relevant CS. Therefore, this paper presents a methodology for the integration of standardized information models into existing OPC UA servers, which should be used as a basis for further data processing mechanisms. The methodology describes the steps of the integration process and focuses in particular on mapping possibilities of the original models to those created according to CS."
109,Integration of Robot and IIoT over the OPC Unified Architecture,"Cloud technology uses the main function of IoT (Internet of Things) devices to quickly transfer huge amounts of data because data must be transmitted efficiently and efficiently among equipments. IoT enables smart devices to collect and share data without manual assistance. Compared to IoT, IIoT (Industrial IoT) technology is used for industrial purposes, but common industrial communication protocols such as Modbus TCP and Profinet only provide real-time data and cannot provide safe and reliable historical data. The OPC unified architecture (OPC UA) overcomes the above shortcomings and changes the entire industrial communication protocol and resolves the issue of object-oriented concepts. Other IoT protocols such as RTI DDS and MQTT do not emphasize the integration of industrial equipments. In this paper, we provide a solution enabling the smart robotic arm (Staubli) to convert its original communication protocol (SOAP/WSDL) into the role of an OPC UA server. This solution is successfully integrated in ERP/MES manufacturing production systems. The proposed method can help basic IoT robots be seamlessly embedded in ERP/MES manufacturing systems. We demonstrated how the OPC UA cloud computing platform worked. When a PCB color image was uploaded from the client, the OPC UA server processed it by the Gaussian blur and Canny filters and then returned the processed image to the client in a gray-scale image."
115,Integrating an XPath-Enhanced OPC UA Data Collection Into Industrial Communication,"Recent trends lead to more and more available data from automated manufacturing systems. Many data scientists collect data from production machines via the fast and widespread OPC Unified Architecture (OPC UA) communication protocol. However, heterogeneous vendor-specific configurations require high manual effort for establishing new data collections, and therefore valuable metadata is either extracted hard-coded or not at all. Our previous publication tackled this challenge purely from a computer science perspective and proposed a transformation of the query language XPath to OPC UA to enable more convenient and expressive queries. Remaining open research questions include a more sophisticated data collection from multiple automated manufacturing systems and proper integration into enterprise-scaled industrial communication systems.This paper focuses the manufacturing perspective and covers these research questions with a real-world implementation for a 500 tons High Pressure Die Casting (HPDC) production cell with six embedded OPC UA servers. We formulate XPath queries and apply these to augment the current workflow, which only extracts raw sensor values, to a more comprehensive one that additionally captures metadata such as units, value ranges, and measurement precision. Our main contributions include an aggregation of multiple individual data collection setups into a general one and an embedding of these into a fully-fledged data lake integration. The results demonstrate an integration of an XPath-enhanced OPC UA data collection into industrial communication for automated manufacturing systems, which dramatically reduces complexity and manual effort for experts."
121,Concept for an Energy Data Aggregation Layer for Production Sites A Combination of AutomationML and OPC UA,"In industrial production facilities, technical Energy Management Systems are used to measure, monitor and display energy consumption related information. The measurements take place at the field device level of the automation pyramid. The measured values are recorded and processed at the control level. The functionalities to monitor and display energy data are located at the MES level of the automation pyramid. So the energy data from all PLCs has to be aggregated, structured and provided for higher level systems. This contribution introduces a concept for an Energy Data Aggregation Layer, which provides the functionality described above. For the implementation of this Energy Data Aggregation Layer, a combination of AutomationML and OPC UA is used."
124,The Integration of LwM2M and OPC UA: An Interoperability Approach for Industrial IoT,"Over the past years, Internet of Things (IoT) has been emerging with connected and smart things that can communicate with each other and exchange information. Similarly, with the emergence of Industry 4.0, the industrial world is also undergoing a strong evolution by connecting devices, sensors and machines to the Internet. In this paper, we investigate the integration of these two domains and examine the interconnection of two of the promising interoperability standards in these domains, namely OPC Unified Architecture and Lightweight Machine-to-Machine (LwM2M) protocol. For this purpose, we introduce an efficient and scalable approach, based on Docker Containers, for the cross-domain integration and interoperation. Besides, we also demonstrate and validate our interoperability approach by means of real world implementations and also theoretical and practical analysis."
126,Research and Implementation of Publish/Subscribe Communication Model Based on OPC UA,"In recent years, intelligent manufacturing has developed rapidly. Industrial IoT technologies are applied to different industrial scenarios. OPC UA is a service-oriented architecture, which has good interoperability. At the same time, it is a cross-platform communication standard that can realize the interconnection between heterogeneous network devices and solve the problem of information silos in the industrial IoT field. However, with the gradual increase of industrial equipment, the amount of data transmission in the network is increasing. The traditional OPC UA communication method based on client/server mode has defects such as tight coupling and performance bottleneck. It cannot meet the high throughput demand of the network. Therefore, these phenomena lead to longer time delays and lower transmission efficiency of network communication systems. To solve the above problems, this paper proposes a publish/subscribe communication model based on OPC UA. We design the overall architecture of the OPC UA publish/subscribe model and adopt a message agent mechanism to realize distributed communication of OPC UA. This model has functions such as message modeling, address space construction, and publish/subscribe. The architecture of this communication model is compatible with the C/S model, which can ensure compatibility and coexistence with the traditional OPC UA communication system. Meanwhile, in order to improve the distinguished service capability of the OPC UA system, a multi-priority data scheduling algorithm is proposed and integrated into the publish/subscribe communication model to improve the efficiency of real-time data transmission in industrial networks. The experimental results show that the communication model can accomplish distributed communication in industrial networks and be better applied in wireless sensor networks. The scheduling algorithm included in the model significantly improves the efficiency of real-time data transmission and reduces the time delay."
130,Model of Integration Gateway for Communication of OPC/MQTT Devices,"This article deals with the challenge of how to integrate industrial devices that support either IoT protocols, such as MQTT devices with industrial de-facto standard protocol OPC UA. The main focus is paid on a model of integration gateway, which is designed to connect various devices and emulate device availability through the same application protocol. The goal is to create the model for bidirectional mapping of OPC variables to MQTT topics and validate proposed model in the lab environment."
132,An AutomationML/OPC UA-based Industry 4.0 Solution for a Manufacturing System,"Diverse customer demands are increasing the need for improved flexibility, adaptability, and transparency of production processes. This poses new challenges to modern manufacturing systems. Fortunately, advances associated with the fourth industrial revolution have provided many solutions to these challenges. In this study, an AutomationML (AML) and OPC UA-based solution is proposed for manufacturing process. By integrating AML and OPC UA, we developed a four-layer architecture dedicated to a manufacturing system referencing the Reference Architecture Model for Industry 4.0 (RAMI 4.0). Additionally, an experimental system was constructed to demonstrate the availability and applicability of the proposed approach. The system execution processes was also elaborated to better understand the processing of information flows across the whole system."
