,Document Title,Abstract
240,A Real-time Computation Task Reconfiguration Mechanism for Industrial Edge Computing,"The growth of massive generated data from the industrial field results in performance reduction on network bandwidth, real-time response, and communication latency. For distributed industrial automation systems, edge computing suits better than cloud computing from real-time constraints purpose. Furthermore, the integration of OPC UA in edge computing nodes improves interoperability and compatibility. This paper focuses on computation task reconfiguration issues among physically neighboring nodes based on OPC UA. Considering the high real-time requirement in industrial edge computing, a task reconfiguration mechanism is proposed and a real-time workload reallocation algorithm for optimization without any iteration process. Finally, a case study on a triplex reciprocating pump with a multi-class faults simulation model proves that it can improve task execution efficiency without worsening classification accuracy much."
247,AASPMP: Design and Implementation of Production Management Platform Based on AAS,"Intelligent transformation for traditional factories is a widely discussed topic. The key to this transformation is ensuring the integration between information technology and operational technology. However, it is a challenging task in industry owing to the communication heterogeneity of the underlying production equipment (horizontal communication), and inefficient interactions between the equipment and information decision center (vertical communication). In this paper, we explore asset administration shell (AAS), an asset virtualization technology, shielding heterogeneous physical communication protocol of production equipment. Besides, to promote inefficient communication between the equipment and information decision center, we adapt OPC UA protocol as the communication protocol of AAS for vertical communication. In addition, time-sensitive networking (TSN) is applied to ensure communication between the AAS and the corresponding physical device. Above operations ensure devices interconnection and interoperability. On this basis, we propose an AAS-based production management platform (AASPMP), which aims at the coverage from the demand side to the production side. Such an intelligent system characterizes three layers to decompose complicated system functionalities, and a visible client is provided for the convenience of remote operation and maintenance. We deploy our system on the actual production system and demonstrate the effectiveness of our design."
255,Interactive Visual Procedure using an extended FMEA and Mixed-Reality,"In this paper, an application is created for the HoloLens, a headgear that enables users to experience mixed reality. The application proves that it is plausible to create an interactive visual guide in the form of a Unity application, in order to support operators with the fault detection assessment of a machine. This application utilizes WorldAnchors and a Vuforia engine to fix the holograms spatially. It shows the steps to solve detected faults through holograms and CAD models. The troubleshooting steps are modelled using an extended Failure Mode and Effects Analysis (FMEA) as a knowledge extraction method. This method extracts expert knowledge from the operators in a systematic way, as well as it maps the faults with the current feed of the machine data. Users can interact with buttons through the guide on the HoloLens until the fault is solved. The fault detection system is located in a software framework, which collects data from the machine using the OPC-UA communication protocol. This system is proven to be useful, as well as it has a low latency of 51 ms."
256,On Developing a Collaborative and Interoperable Mobile Production Platform for an Agile Factory: A Case Study,"This paper reports on the development of a ""mobile production platform"" (MPP), which comprises a mobile robot with lifting capability and an ABB IRB14000 YuMI precision robot mounted on top of it. The MPP is capable of moving to different locations in the production space to perform production. Different programming languages and specification standards are used such as the graphical IEC 61499 language, Robot Operating System (ROS), and ABB's Rapid language. To allow easy communication with other actors programmed in different languages on the factory floor, the MPP utilizes the well-known OPC UA, the communication standard defined by the Reference Architectural Model Industrie 4.0 (RAMI 4.0)."
260,An Approach for Data Pipeline with Distributed Query Engine for Industrial Applications,"The data driven services in industrial automation systems are transforming the world of automation industry by optimizing industrial processes and providing Value Added Services (VASs) with the grace of Industry 4.0, Big Data and Artificial Intelligence (AI). A demand driven data pipeline is essential to connect different industrial data sources in a shop floor with different data storage systems for service provisioning. This paper analyzes an experimental approach and corresponding challenges to optimize computing resource allocation in industrial applications to construct such demand driven data pipeline to provide data driven services through an open source, flexible and extensible distributed query engine known as Presto, which can perform interactive analytical queries for different purposes such as condition monitoring, asset management or many others."
261,Research on Multi-priority Real-time Data Transmission Scheduling Method for Intelligent Production Line,"In the communication process of network equipment on the intelligent production line, there are different kinds of fault operation and maintenance data, which have different requirements on transmission volume and real-time performance. Under the condition of diversified sensor information and large amount of data need to be transmitted, traditional communication methods cannot realize real-time and reliable transmission of time-sensitive data. In view of the low real-time transmission of time-sensitive data in the current intelligent production line transmission network and the inability to adopt a reasonable scheduling method for data with different delay tolerances, this paper proposes a multi-priority real-time data transmission scheduling method (MPRTDT). This method is based on the OPC unified architecture (OPC UA) heterogeneous network equipment interconnection model, and divides the alarm data, status data, image data and video data in this model queue into 4 different priorities, and uses a mixed time slot data transmission mechanism to combine multiple time slots into a perceptual time slot (PTS). According to the different priorities of industrial data, this algorithm achieves a reasonable allocation of perceptual time slots. This model combines the queue dynamic transmission scheduling mechanism to ensure the priority transmission of high-priority real-time data such as alarm information. Simulation experiment results show that this method can provide differentiated services for different types of data, and ensures the real-time nature of time-sensitive data transmission and effectively improves the service quality level of the entire intelligent production line communication network."
268,IoT Retrofitting Approach for the Food Industry,"Industrial food production is one of the biggest businesses that supplies most of the food consumed by the world. Despite being one of the largest industries, the lack of appropriate control and quality due to inefficient food management results in a lot of waste and cost ineffectiveness. With the emergence of Internet of Things (IoT) and Industry 4.0, the food industry can be benefited by adapting to these concepts and enhance the desirable quality of the products. In this paper, an advanced quality check method has been proposed by identifying influencing process parameters and proposes a retrofitting architecture for existing machines by implementing a hardware device capable of collecting vast amount of process data and integrating them with a cloud platform for further analysis."
269,Digital Twins for Manufacturing Using UML and Behavioral Specifications,"Using digital twins, physical manufacturing objects can be virtualized and represented as digital models which are seamlessly integrated in both the physical and the digital space. This allows to simulate, verify and optimize production systems, from the logistical aspects to the manufacturing process and the involved components. A key challenge, in this area, is how to describe digital twins in complex manufacturing systems such that all physical details, processes, and verification needs are modeled at an appropriate and efficient abstraction level, e.g., modeling and detecting divers faults in production processes. To address this challenge, in this paper we present our work on modeling digital twins of manufacturing facilities using UML. UML class diagrams are used to describe static dependencies between entities, as well as to monitor and analyze the dynamic verification and quality aspects of manufacturing such as fault detection and consistency checks. Utilizing the key relevant features of UML in our approach, the designed class diagrams are used and enriched with behavioral models serving as digital twins which can be updated by live data from the manufacturing plant. We present a small example based on simulation programs and a demonstrator. The presented modeling approach and example provide useful insights to UML-based design of digital twins in complex manufacturing systems."
275,Standardization of Edge Configuration,"The Industrial Internet of Things requires standardization of communication technologies and protocols applied in that context. An emerging architectural concept is the so called ""Edge"" and its associated components and applications. The Edge Computing paradigm requires standardization of interfaces to enable cross-vendor interoperability between the different involved products and across the architectural layers. The current results in this direction of the ""Labs Network Industrie 4.0"" pre-standardization testbed will be presented in this paper and a brief overview given on further organizations working on the standardization of implementations in the edge context."
293,Using a model-based engineering approach for developing Industrial Internet of Things applications,"A new trend in the manufacturing sector, better known by the term â€œIndustry 4.0â€, will influence all areas and increase the complexity of production processes, product development, maintenance and disposal. The integration of information and communication technologies (ICT) and the advantages of the Industrial Internet of Things (IIoT) will result in automation processes aiming to optimize efficiency or reduce expenses. However, this results in the emergence of on-demand manufacturing as well as the provision of personalized goods and services, produced in the context of shortened innovation cycles. Ho wever, the downside of this trend is the uprising complexity that appears when engineering such systems. Thus, the Reference Architecture Model Industry 4.0 (RAMI 4.0) has been developed by several German associations in order to cope with the complexity of such cross-disciplinary systems. However, at the current point of view, this framework is exhibiting a gap between the architectural model and actual industrial applications. Thus, this paper introduces an approach proposing Round-trip Engineering (RTE) of previously modeled industrial system components. In order to do so, first the information and communication architecture is modeled according to the specifications of RAMI 4.0 and by utilizing OPC UA. Subsequently, the modeled components are generated and applied with the help of FREDOSAR, an open-source system architecture aimed for the application in such a complex system. In the end, data exchange between RAMI 4.0 and the industrial application is established by realizing a bidirectional interface, which is evaluated with a typical industrial case study."
